pokedex_number,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,generation,height_m,weight_kg,is_legendary,moves
466,Electivire,electric,,75,123,67,95,85,95,4,1.8,138.6,0,Thunder Shock;Fire Punch;Covet;Focus Punch;Dig;Feint;Dynamic Punch;Thunderbolt;Secret Power;Bulldoze;Discharge;Power-Up Punch;Ice Punch;Rock Smash;Focus Blast;Thunder;Round;Volt Switch;Brick Break;Headbutt;Rock Slide;Mud-Slap;Iron Tail;Earthquake;Thunder Punch;Cross Chop;Signal Beam;Flamethrower;Electroweb;Wild Charge;Dual Chop;Rock Climb;Karate Chop;Facade;Hyper Beam;Strength;Thief;Quick Attack;Charge Beam;Psychic;Hidden Power;Rolling Kick;Low Sweep;Hammer Arm;Snore;Uproar;Giga Impact
467,Magmortar,fire,,75,95,67,125,95,83,4,1.6,68.0,0,Fire Punch;Covet;Focus Punch;Flame Burst;Dynamic Punch;Overheat;Thunderbolt;Secret Power;Bulldoze;Power-Up Punch;Solar Beam;Belch;Rock Smash;Smog;Focus Blast;Round;Brick Break;Headbutt;Rock Slide;Mud-Slap;Iron Tail;Earthquake;Flame Charge;Thunder Punch;Cross Chop;Fire Blast;Flamethrower;Dual Chop;Rock Climb;Karate Chop;Heat Wave;Facade;Hyper Beam;Lava Plume;Strength;Thief;Incinerate;Ember;Mega Punch;Mach Punch;Psychic;Hidden Power;Low Sweep;Flare Blitz;Snore;Uproar;Giga Impact
468,Togekiss,fairy,flying,85,50,95,120,115,80,4,1.5,38.0,0,Hyper Voice;Covet;Zen Headbutt;Focus Punch;Twister;Fly;Fairy Wind;Secret Power;Stored Power;Solar Beam;Ominous Wind;Rock Smash;Psyshock;Round;Brick Break;Headbutt;Extrasensory;Mud-Slap;Steel Wing;Dazzling Gleam;Extreme Speed;Silver Wind;Air Slash;Signal Beam;Fire Blast;Flamethrower;Echoed Voice;Pluck;Peck;Ancient Power;Retaliate;Heat Wave;Drain Punch;Last Resort;Sky Attack;Facade;Hyper Beam;Rollout;Double-Edge;Incinerate;Water Pulse;Dream Eater;Psychic;Hidden Power;Air Cutter;Shadow Ball;Snore;Uproar;Giga Impact
469,Yanmega,bug,flying,86,76,86,116,56,95,4,1.9,51.5,0,Thief;Round;Double-Edge;Quick Attack;Headbutt;Ancient Power;Wing Attack;Bug Bite;Mud-Slap;Steel Wing;Feint;U-turn;Dream Eater;Bug Buzz;Leech Life;Psychic;Hidden Power;Pursuit;Silver Wind;Secret Power;Night Slash;Struggle Bug;Air Cutter;Solar Beam;Slash;Air Slash;Signal Beam;Ominous Wind;Shadow Ball;Facade;Hyper Beam;Giga Drain;Snore;Uproar;Giga Impact
470,Leafeon,grass,,65,110,130,60,65,95,4,1.0,25.5,0,Hyper Voice;Covet;Dig;Take Down;Secret Power;Stored Power;Solar Beam;Rock Smash;Giga Drain;Round;Headbutt;Mud-Slap;Iron Tail;Seed Bomb;Bite;Synchronoise;Echoed Voice;Razor Leaf;X-Scissor;Knock Off;Retaliate;Energy Ball;Bullet Seed;Last Resort;Facade;Hyper Beam;Leaf Blade;Strength;Double-Edge;Quick Attack;Hidden Power;Fury Cutter;Shadow Ball;Snore;Giga Impact
471,Glaceon,ice,,65,60,110,130,95,65,4,0.8,25.9,0,Strength;Hyper Voice;Round;Covet;Double-Edge;Quick Attack;Avalanche;Headbutt;Mud-Slap;Dig;Retaliate;Iron Tail;Water Pulse;Take Down;Icy Wind;Hidden Power;Secret Power;Ice Shard;Stored Power;Bite;Signal Beam;Ice Beam;Synchronoise;Rock Smash;Echoed Voice;Last Resort;Shadow Ball;Facade;Snore;Hyper Beam;Ice Fang;Frost Breath;Aqua Tail;Giga Impact
472,Gliscor,ground,flying,75,95,125,45,75,95,4,2.0,42.5,0,Thunder Fang;Dig;Feint;U-turn;Secret Power;Bulldoze;Night Slash;Struggle Bug;Venoshock;Rock Smash;Sludge Bomb;Round;Brick Break;Stone Edge;Headbutt;Steel Wing;Mud-Slap;Rock Slide;Poison Jab;Iron Tail;Earthquake;False Swipe;Slash;Dark Pulse;Rock Climb;Poison Tail;X-Scissor;Knock Off;Fire Fang;Payback;Poison Sting;Cut;Sky Attack;Facade;Hyper Beam;Aqua Tail;Strength;Thief;Double-Edge;Quick Attack;Cross Poison;Sky Uppercut;Wing Attack;Bug Bite;Metal Claw;Hidden Power;Brutal Swing;Fury Cutter;Earth Power;Snore;Ice Fang;Giga Impact;Acrobatics
473,Mamoswine,ice,ground,110,130,80,70,60,80,4,2.5,291.0,0,Peck;Strength;Body Slam;Iron Head;Round;Knock Off;Double-Edge;Avalanche;Stone Edge;Headbutt;Mud-Slap;Ancient Power;Rock Slide;Dig;Freeze-Dry;Take Down;Earthquake;Icy Wind;Fury Attack;Superpower;Hidden Power;Ice Shard;Secret Power;Bulldoze;Fury Cutter;Thrash;Mud Bomb;Bite;Earth Power;Double Hit;Ice Beam;Rock Smash;Mud Shot;Rock Climb;Facade;Powder Snow;Snore;Ice Fang;Hyper Beam;Icicle Crash;Icicle Spear;Giga Impact
474,Porygon-Z,normal,,85,80,70,135,75,90,4,0.9,34.0,0,Thunder;Psyshock;Thief;Psybeam;Round;Zen Headbutt;Charge Beam;Iron Tail;Foul Play;Thunderbolt;Dream Eater;Psychic;Icy Wind;Hidden Power;Secret Power;Discharge;Solar Beam;Zap Cannon;Signal Beam;Ice Beam;Dark Pulse;Electroweb;Last Resort;Shadow Ball;Tri Attack;Hyper Beam;Snore;Facade;Uproar;Giga Impact
475,Gallade,psychic,fighting,68,165,95,65,115,110,4,1.6,52.0,0,Shadow Sneak;Hyper Voice;Fire Punch;Zen Headbutt;Focus Punch;Feint;Thunderbolt;Confusion;Secret Power;Bulldoze;Night Slash;Stored Power;Power-Up Punch;Ice Punch;Psycho Cut;Rock Smash;Vacuum Wave;Focus Blast;Psyshock;Round;Brick Break;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Dazzling Gleam;Poison Jab;Earthquake;False Swipe;Draining Kiss;Thunder Punch;Slash;Signal Beam;Synchronoise;Echoed Voice;Dual Chop;X-Scissor;Knock Off;Retaliate;Cut;Drain Punch;Facade;Hyper Beam;Leaf Blade;Strength;Thief;Charge Beam;Dream Eater;Psychic;Icy Wind;Hidden Power;Fury Cutter;Low Sweep;Shadow Ball;Snore;Close Combat;Giga Impact
476,Probopass,rock,steel,60,55,145,75,150,40,4,1.4,340.0,0,Strength;Thunder;Power Gem;Round;Iron Head;Fire Punch;Volt Switch;Double-Edge;Stone Edge;Headbutt;Rock Slide;Head Smash;Ancient Power;Mud-Slap;Dazzling Gleam;Thunderbolt;Earthquake;Hidden Power;Secret Power;Bulldoze;Discharge;Thunder Punch;Explosion;Zap Cannon;Ice Punch;Earth Power;Flash Cannon;Rock Smash;Smack Down;Spark;Tri Attack;Hyper Beam;Snore;Rollout;Facade;Giga Impact
477,Dusknoir,ghost,,45,100,135,65,135,45,4,2.2,106.6,0,Shadow Sneak;Fire Punch;Focus Punch;Secret Power;Bulldoze;Power-Up Punch;Ice Punch;Ominous Wind;Rock Smash;Focus Blast;Round;Brick Break;Headbutt;Rock Slide;Mud-Slap;Earthquake;Pursuit;Thunder Punch;Hex;Ice Beam;Dark Pulse;Payback;Astonish;Facade;Hyper Beam;Strength;Thief;Charge Beam;Dream Eater;Psychic;Icy Wind;Hidden Power;Infestation;Sucker Punch;Shadow Ball;Snore;Giga Impact
478,Froslass,ice,ghost,70,80,70,80,70,110,4,1.3,26.6,0,Weather Ball;Thunderbolt;Secret Power;Ice Shard;Ice Punch;Ominous Wind;Thunder;Round;Avalanche;Headbutt;Mud-Slap;Draining Kiss;Bite;Hex;Signal Beam;Ice Beam;Frost Breath;Wake-Up Slap;Crunch;Payback;Astonish;Facade;Powder Snow;Hyper Beam;Rollout;Water Pulse;Dream Eater;Psychic;Icy Wind;Hidden Power;Sucker Punch;Shadow Ball;Snore;Ice Fang;Giga Impact
479,Rotom,electric,ghost,50,65,107,105,107,86,4,0.3,0.3,0,Thunder;Thunder Shock;Thief;Round;Volt Switch;Charge Beam;Mud-Slap;Foul Play;Thunderbolt;Dream Eater;Hidden Power;Secret Power;Astonish;Discharge;Hex;Signal Beam;Ominous Wind;Dark Pulse;Sucker Punch;Electroweb;Shadow Ball;Facade;Snore;Uproar
480,Uxie,psychic,,75,75,130,75,130,95,4,0.3,0.3,1,Fire Punch;Zen Headbutt;U-turn;Thunderbolt;Confusion;Secret Power;Power-Up Punch;Solar Beam;Ice Punch;Giga Drain;Thunder;Psyshock;Round;Headbutt;Extrasensory;Mud-Slap;Dazzling Gleam;Iron Tail;Thunder Punch;Signal Beam;Knock Off;Energy Ball;Facade;Hyper Beam;Charge Beam;Foul Play;Water Pulse;Dream Eater;Psychic;Hidden Power;Shadow Ball;Snore;Giga Impact;Acrobatics
481,Mesprit,psychic,,80,105,105,105,105,80,4,0.3,0.3,1,Thunder;Psyshock;Round;Fire Punch;Knock Off;Zen Headbutt;Headbutt;Extrasensory;Mud-Slap;Charge Beam;Energy Ball;Dazzling Gleam;Iron Tail;Thunderbolt;Water Pulse;Confusion;Dream Eater;U-turn;Psychic;Hidden Power;Secret Power;Thunder Punch;Power-Up Punch;Ice Punch;Signal Beam;Ice Beam;Shadow Ball;Facade;Snore;Hyper Beam;Giga Impact;Acrobatics
482,Azelf,psychic,,75,125,70,125,70,115,4,0.3,0.3,1,Fire Punch;Zen Headbutt;U-turn;Thunderbolt;Confusion;Secret Power;Power-Up Punch;Explosion;Ice Punch;Thunder;Psyshock;Round;Headbutt;Extrasensory;Mud-Slap;Dazzling Gleam;Iron Tail;Thunder Punch;Signal Beam;Fire Blast;Flamethrower;Knock Off;Payback;Energy Ball;Last Resort;Facade;Hyper Beam;Charge Beam;Incinerate;Water Pulse;Dream Eater;Psychic;Hidden Power;Shadow Ball;Snore;Uproar;Giga Impact;Acrobatics
483,Dialga,steel,dragon,100,120,120,150,100,90,4,5.4,683.0,1,Hyper Voice;Twister;Overheat;Thunderbolt;Secret Power;Bulldoze;Outrage;Rock Smash;Thunder;Power Gem;Round;Iron Head;Brick Break;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Shadow Claw;Iron Tail;Earthquake;Slash;Ice Beam;Fire Blast;Flash Cannon;Flamethrower;Echoed Voice;Dragon Claw;Ancient Power;Cut;Facade;Hyper Beam;Dragon Pulse;Strength;Dragon Breath;Incinerate;Roar of Time;Metal Claw;Draco Meteor;Hidden Power;Fury Cutter;Earth Power;Dragon Tail;Snore;Giga Impact
484,Palkia,water,dragon,90,120,100,150,120,100,4,4.2,336.0,1,Hyper Voice;Focus Punch;Twister;Thunderbolt;Secret Power;Bulldoze;Outrage;Rock Smash;Focus Blast;Thunder;Power Gem;Round;Avalanche;Brick Break;Headbutt;Stone Edge;Rock Slide;Mud-Slap;Shadow Claw;Brine;Earthquake;Slash;Ice Beam;Fire Blast;Flamethrower;Echoed Voice;Dragon Claw;Ancient Power;Cut;Surf;Facade;Hyper Beam;Aqua Tail;Dragon Pulse;Strength;Dragon Breath;Hydro Pump;Incinerate;Draco Meteor;Water Pulse;Hidden Power;Fury Cutter;Spacial Rend;Earth Power;Dragon Tail;Snore;Giga Impact;Dive
485,Heatran,fire,steel,91,90,106,130,106,77,4,1.7,430.0,1,Strength;Round;Iron Head;Fire Fang;Stone Edge;Headbutt;Ancient Power;Bug Bite;Mud-Slap;Crunch;Dig;Incinerate;Payback;Rock Slide;Overheat;Heat Wave;Earthquake;Hidden Power;Secret Power;Flame Charge;Bulldoze;Solar Beam;Explosion;Earth Power;Fire Blast;Flamethrower;Flash Cannon;Rock Smash;Dark Pulse;Rock Climb;Facade;Hyper Beam;Snore;Uproar;Lava Plume;Dragon Pulse;Giga Impact
486,Regigigas,normal,,110,160,110,80,110,100,4,3.7,420.0,1,Strength;Thunder;Round;Revenge;Fire Punch;Iron Head;Knock Off;Zen Headbutt;Avalanche;Brick Break;Stone Edge;Headbutt;Focus Punch;Ancient Power;Payback;Mud-Slap;Rock Slide;Retaliate;Thunderbolt;Mega Punch;Earthquake;Dizzy Punch;Superpower;Icy Wind;Hidden Power;Secret Power;Bulldoze;Thunder Punch;Power-Up Punch;Ice Punch;Earth Power;Drain Punch;Rock Smash;Smack Down;Rock Climb;Facade;Hyper Beam;Snore;Stomp;Giga Impact;Focus Blast
487,Giratina,ghost,dragon,150,120,100,120,100,90,4,4.5,750.0,1,Shadow Sneak;Hyper Voice;Twister;Thunderbolt;Fly;Secret Power;Bulldoze;Outrage;Ominous Wind;Rock Smash;Thunder;Round;Iron Head;Stone Edge;Headbutt;Steel Wing;Mud-Slap;Shadow Claw;Iron Tail;Earthquake;Silver Wind;Hex;Slash;Dark Pulse;Echoed Voice;Dragon Claw;Rock Climb;Ancient Power;Payback;Energy Ball;Cut;Shadow Force;Facade;Hyper Beam;Aqua Tail;Dragon Pulse;Strength;Dragon Breath;Charge Beam;Draco Meteor;Dream Eater;Psychic;Icy Wind;Hidden Power;Brutal Swing;Fury Cutter;Air Cutter;Earth Power;Dragon Tail;Shadow Ball;Snore;Giga Impact
488,Cresselia,psychic,,120,70,120,75,130,85,4,1.5,85.6,1,Psyshock;Round;Zen Headbutt;Charge Beam;Mud-Slap;Energy Ball;Confusion;Dream Eater;Moonblast;Psychic;Icy Wind;Hidden Power;Secret Power;Fury Cutter;Solar Beam;Slash;Signal Beam;Psycho Cut;Ice Beam;Aurora Beam;Shadow Ball;Facade;Hyper Beam;Snore;Giga Impact
489,Phione,water,,80,80,80,80,80,80,4,0.4,3.1,0,Bounce;Round;Covet;Knock Off;Waterfall;Ancient Power;Mud-Slap;Dazzling Gleam;Brine;U-turn;Water Pulse;Bubble;Scald;Icy Wind;Hidden Power;Secret Power;Surf;Signal Beam;Bubble Beam;Ice Beam;Last Resort;Facade;Snore;Uproar;Dive
490,Manaphy,water,,100,100,100,100,100,100,4,0.3,1.4,1,Bounce;Round;Covet;Knock Off;Waterfall;Ancient Power;Mud-Slap;Energy Ball;Dazzling Gleam;Brine;U-turn;Water Pulse;Bubble;Scald;Psychic;Icy Wind;Hidden Power;Secret Power;Surf;Signal Beam;Bubble Beam;Ice Beam;Last Resort;Shadow Ball;Facade;Snore;Hyper Beam;Uproar;Giga Impact;Dive
491,Darkrai,dark,,70,90,90,135,90,125,4,1.5,50.5,1,Focus Punch;Thunderbolt;Secret Power;Power-Up Punch;Ominous Wind;Rock Smash;Sludge Bomb;Focus Blast;Thunder;Round;Brick Break;Headbutt;Rock Slide;Mud-Slap;Shadow Claw;Poison Jab;Pursuit;Ice Beam;Dark Pulse;Rock Climb;X-Scissor;Knock Off;Payback;Retaliate;Cut;Drain Punch;Last Resort;Facade;Hyper Beam;Snarl;Strength;Thief;Quick Attack;Charge Beam;Incinerate;Foul Play;Dream Eater;Psychic;Icy Wind;Hidden Power;Sucker Punch;Shadow Ball;Snore;Giga Impact
492,Shaymin,grass,,100,103,75,120,75,127,4,0.2,2.1,1,Seed Flare;Round;Covet;Zen Headbutt;Headbutt;Mud-Slap;Energy Ball;Dazzling Gleam;Psychic;Seed Bomb;Hidden Power;Secret Power;Solar Beam;Earth Power;Bullet Seed;Last Resort;Facade;Hyper Beam;Giga Drain;Snore;Giga Impact
493,Arceus,normal,,120,120,120,120,120,120,4,3.2,320.0,1,Hyper Voice;Zen Headbutt;Twister;Overheat;Thunderbolt;Fly;Secret Power;Bulldoze;Judgment;Outrage;Solar Beam;Ominous Wind;Rock Smash;Sludge Bomb;Giga Drain;Focus Blast;Thunder;Psyshock;Round;Iron Head;Avalanche;Brick Break;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Shadow Claw;Extreme Speed;Iron Tail;Brine;Poison Jab;Earthquake;Silver Wind;Signal Beam;Ice Beam;Fire Blast;Flamethrower;Flash Cannon;Dark Pulse;Echoed Voice;Dragon Claw;Rock Climb;X-Scissor;Waterfall;Ancient Power;Payback;Retaliate;Energy Ball;Heat Wave;Cut;Surf;Bullet Seed;Last Resort;Facade;Hyper Beam;Aqua Tail;Snarl;Dragon Pulse;Strength;Charge Beam;Incinerate;Draco Meteor;Water Pulse;Dream Eater;Psychic;Icy Wind;Hidden Power;Fury Cutter;Earth Power;Shadow Ball;Snore;Giga Impact;Dive
494,Victini,psychic,fire,100,100,100,100,100,100,5,0.4,4.0,1,Fire Punch;Zen Headbutt;Flame Burst;Overheat;U-turn;Thunderbolt;Confusion;Secret Power;Stored Power;Power-Up Punch;Solar Beam;Rock Smash;Inferno;Focus Blast;Thunder;Psyshock;Bounce;Round;Brick Break;Headbutt;Dazzling Gleam;Flame Charge;Thunder Punch;Signal Beam;Fire Blast;Flamethrower;Wild Charge;Energy Ball;Heat Wave;Last Resort;Facade;Hyper Beam;Double-Edge;Quick Attack;Incinerate;Charge Beam;Psychic;Hidden Power;Flare Blitz;Searing Shot;Shadow Ball;Snore;Uproar;Giga Impact
495,Snivy,grass,,45,45,55,45,55,63,5,0.6,8.1,0,Round;Grass Pledge;Knock Off;Twister;Slam;Energy Ball;Iron Tail;Leaf Tornado;Seed Bomb;Hidden Power;Pursuit;Secret Power;Cut;Vine Whip;Leaf Blade;Leaf Storm;Solar Beam;Facade;Giga Drain;Snore;Aqua Tail;Mega Drain
496,Servine,grass,,60,60,75,60,75,83,5,0.8,16.0,0,Round;Grass Pledge;Knock Off;Twister;Slam;Energy Ball;Iron Tail;Leaf Tornado;Seed Bomb;Hidden Power;Pursuit;Secret Power;Cut;Vine Whip;Leaf Blade;Leaf Storm;Solar Beam;Facade;Giga Drain;Snore;Aqua Tail;Mega Drain
497,Serperior,grass,,75,75,95,75,95,113,5,3.3,63.0,0,Strength;Round;Grass Pledge;Knock Off;Frenzy Plant;Twister;Slam;Energy Ball;Iron Tail;Leaf Tornado;Seed Bomb;Hidden Power;Pursuit;Secret Power;Brutal Swing;Vine Whip;Cut;Leaf Blade;Leaf Storm;Outrage;Solar Beam;Rock Smash;Dragon Tail;Facade;Hyper Beam;Giga Drain;Snore;Aqua Tail;Mega Drain;Dragon Pulse;Giga Impact
498,Tepig,fire,,65,63,45,45,45,45,5,0.5,9.9,0,Strength;Body Slam;Round;Covet;Assurance;Zen Headbutt;Incinerate;Head Smash;Iron Tail;Ember;Overheat;Take Down;Heat Wave;Superpower;Hidden Power;Secret Power;Flame Charge;Thrash;Solar Beam;Flare Blitz;Fire Blast;Flamethrower;Rock Smash;Sucker Punch;Echoed Voice;Fire Pledge;Wild Charge;Smog;Facade;Snore;Rollout;Burn Up
499,Pignite,fire,fighting,90,93,55,70,55,55,5,1.0,55.5,0,Strength;Body Slam;Round;Fire Punch;Covet;Assurance;Zen Headbutt;Brick Break;Focus Punch;Incinerate;Stone Edge;Head Smash;Rock Slide;Iron Tail;Ember;Overheat;Poison Jab;Take Down;Heat Wave;Superpower;Hidden Power;Flame Charge;Bulldoze;Secret Power;Thunder Punch;Thrash;Low Sweep;Power-Up Punch;Solar Beam;Flare Blitz;Fire Blast;Flamethrower;Rock Smash;Arm Thrust;Sucker Punch;Fire Pledge;Echoed Voice;Wild Charge;Smog;Facade;Snore;Rollout;Burn Up;Focus Blast
500,Emboar,fire,fighting,110,123,65,100,65,65,5,1.6,150.0,0,Body Slam;Fire Punch;Covet;Zen Headbutt;Focus Punch;Overheat;Scald;Take Down;Superpower;Bulldoze;Secret Power;Power-Up Punch;Solar Beam;Rock Smash;Arm Thrust;Smog;Focus Blast;Round;Iron Head;Assurance;Brick Break;Stone Edge;Rock Slide;Poison Jab;Iron Tail;Earthquake;Flame Charge;Thunder Punch;Fire Blast;Flamethrower;Echoed Voice;Smack Down;Wild Charge;Heat Wave;Thrash;Blast Burn;Fire Pledge;Facade;Hyper Beam;Rollout;Strength;Incinerate;Head Smash;Ember;Hidden Power;Low Sweep;Hammer Arm;Flare Blitz;Sucker Punch;Snore;Giga Impact;Burn Up
501,Oshawott,water,,55,55,45,63,45,45,5,0.5,5.9,0,Surf;Round;Revenge;Covet;Assurance;Razor Shell;Hydro Pump;Waterfall;Dig;Retaliate;Brine;Iron Tail;Water Pulse;Scald;Icy Wind;Hidden Power;False Swipe;Secret Power;Cut;Water Gun;Aqua Jet;Fury Cutter;Night Slash;Water Pledge;Air Slash;Ice Beam;Rock Smash;Facade;X-Scissor;Snore;Aqua Tail;Sacred Sword;Dive
502,Dewott,water,,75,75,60,83,60,60,5,0.8,24.5,0,Surf;Round;Revenge;Covet;Assurance;Razor Shell;Hydro Pump;Waterfall;Dig;Retaliate;Brine;Iron Tail;Water Pulse;Scald;Icy Wind;Hidden Power;False Swipe;Secret Power;Cut;Water Gun;Aqua Jet;Fury Cutter;Night Slash;Water Pledge;Air Slash;Ice Beam;Rock Smash;Facade;X-Scissor;Snore;Aqua Tail;Sacred Sword;Dive
503,Samurott,water,,95,100,85,108,70,70,5,1.5,94.6,0,Strength;Surf;Round;Revenge;Covet;Assurance;Knock Off;Razor Shell;Hydro Pump;Waterfall;Dig;Retaliate;Brine;Iron Tail;Water Pulse;Scald;Icy Wind;Superpower;Hidden Power;False Swipe;Secret Power;Cut;Water Gun;Aqua Jet;Fury Cutter;Night Slash;Water Pledge;Slash;Air Slash;Ice Beam;Hydro Cannon;Rock Smash;Megahorn;Dragon Tail;Facade;Hyper Beam;Snore;X-Scissor;Aqua Tail;Sacred Sword;Giga Impact;Dive
504,Patrat,normal,,45,55,39,35,39,42,5,0.5,11.6,0,Revenge;Round;Covet;Assurance;Zen Headbutt;Crunch;Dig;Retaliate;Slam;Iron Tail;Thunderbolt;Seed Bomb;Hidden Power;Pursuit;Secret Power;Cut;Bite;Bullet Seed;Last Resort;Hyper Fang;Shadow Ball;Facade;Snore;Aqua Tail
505,Watchog,normal,,60,85,69,60,69,77,5,1.1,27.0,0,Fire Punch;Covet;Zen Headbutt;Focus Punch;Dig;Thunderbolt;Secret Power;Power-Up Punch;Ice Punch;Rock Smash;Focus Blast;Thunder;Round;Assurance;Slam;Iron Tail;Seed Bomb;Pursuit;Thunder Punch;Bite;Signal Beam;Flamethrower;Hyper Fang;Knock Off;Crunch;Retaliate;Cut;Bullet Seed;Last Resort;Facade;Hyper Beam;Aqua Tail;Strength;Revenge;Dream Eater;Hidden Power;Shadow Ball;Snore;Giga Impact
506,Lillipup,normal,,45,60,45,25,45,55,5,0.4,4.1,0,Hyper Voice;Psychic Fangs;Round;Covet;Thunder Fang;Fire Fang;Crunch;Dig;Mud-Slap;Retaliate;Thunderbolt;Take Down;Hidden Power;Pursuit;Lick;Secret Power;Bite;Rock Smash;Last Resort;Wild Charge;Shadow Ball;Play Rough;Snore;Facade;Ice Fang;Uproar;Snarl;Giga Impact
507,Herdier,normal,,65,80,65,35,65,60,5,0.9,14.7,0,Strength;Hyper Voice;Psychic Fangs;Round;Covet;Thunder Fang;Fire Fang;Crunch;Dig;Mud-Slap;Payback;Retaliate;Thunderbolt;Take Down;Hidden Power;Pursuit;Lick;Secret Power;Surf;Bite;Rock Smash;Last Resort;Wild Charge;Shadow Ball;Play Rough;Snore;Facade;Ice Fang;Uproar;Snarl;Giga Impact
508,Stoutland,normal,,85,110,90,45,90,80,5,1.2,61.0,0,Strength;Thunder;Hyper Voice;Psychic Fangs;Iron Head;Round;Covet;Thunder Fang;Fire Fang;Crunch;Dig;Mud-Slap;Payback;Retaliate;Thunderbolt;Take Down;Superpower;Hidden Power;Pursuit;Lick;Secret Power;Surf;Bite;Rock Smash;Last Resort;Wild Charge;Shadow Ball;Play Rough;Snore;Hyper Beam;Ice Fang;Facade;Uproar;Snarl;Giga Impact
509,Purrloin,dark,,41,50,37,50,37,66,5,0.4,10.1,0,Fake Out;Hyper Voice;Thief;Round;Covet;Assurance;Knock Off;Payback;Shadow Claw;Iron Tail;Scratch;Foul Play;Dream Eater;U-turn;Seed Bomb;Hidden Power;Pursuit;Fury Swipes;Secret Power;Cut;Night Slash;Pay Day;Slash;Sucker Punch;Dark Pulse;Echoed Voice;Shadow Ball;Play Rough;Snore;Facade;Snarl
510,Liepard,dark,,64,88,50,88,50,106,5,1.1,37.5,0,Fake Out;Hyper Voice;Thief;Round;Covet;Assurance;Knock Off;Payback;Shadow Claw;Iron Tail;Scratch;Foul Play;Dream Eater;U-turn;Seed Bomb;Hidden Power;Pursuit;Fury Swipes;Secret Power;Cut;Night Slash;Pay Day;Slash;Rock Smash;Sucker Punch;Dark Pulse;Echoed Voice;Shadow Ball;Play Rough;Snore;Hyper Beam;Facade;Snarl;Giga Impact
511,Pansage,grass,,50,53,48,53,48,64,5,0.6,10.5,0,Thief;Round;Covet;Grass Pledge;Knock Off;Crunch;Focus Punch;Dig;Shadow Claw;Payback;Energy Ball;Iron Tail;Scratch;Seed Bomb;Hidden Power;Fury Swipes;Lick;Secret Power;Vine Whip;Cut;Astonish;Low Sweep;Leaf Storm;Solar Beam;Bite;Bullet Seed;Rock Smash;Facade;Giga Drain;Snore;Uproar;Acrobatics
512,Simisage,grass,,75,98,63,98,63,101,5,1.1,30.5,0,Covet;Grass Pledge;Focus Punch;Dig;Superpower;Fury Swipes;Secret Power;Power-Up Punch;Solar Beam;Rock Smash;Giga Drain;Focus Blast;Round;Brick Break;Rock Slide;Shadow Claw;Iron Tail;Scratch;Seed Bomb;Vine Whip;Bite;Knock Off;Crunch;Payback;Energy Ball;Cut;Lick;Astonish;Bullet Seed;Facade;Hyper Beam;Thief;Hidden Power;Low Sweep;Leaf Storm;Snore;Uproar;Giga Impact;Acrobatics
513,Pansear,fire,,50,53,48,53,48,64,5,0.6,11.0,0,Thief;Round;Fire Punch;Covet;Knock Off;Incinerate;Crunch;Focus Punch;Dig;Shadow Claw;Payback;Flame Burst;Scratch;Iron Tail;Overheat;Heat Wave;Hidden Power;Fury Swipes;Lick;Flame Charge;Secret Power;Cut;Astonish;Low Sweep;Solar Beam;Bite;Flare Blitz;Belch;Fire Blast;Flamethrower;Rock Smash;Fire Pledge;Facade;Snore;Uproar;Acrobatics
514,Simisear,fire,,75,98,63,98,63,101,5,1.0,28.0,0,Fire Punch;Covet;Focus Punch;Dig;Flame Burst;Overheat;Superpower;Fury Swipes;Secret Power;Power-Up Punch;Solar Beam;Belch;Rock Smash;Focus Blast;Round;Brick Break;Rock Slide;Shadow Claw;Iron Tail;Scratch;Flame Charge;Bite;Fire Blast;Flamethrower;Knock Off;Crunch;Payback;Heat Wave;Cut;Lick;Astonish;Fire Pledge;Facade;Hyper Beam;Thief;Incinerate;Hidden Power;Low Sweep;Flare Blitz;Snore;Uproar;Giga Impact;Acrobatics
515,Panpour,water,,50,53,48,53,48,64,5,0.6,13.5,0,Cut;Thief;Round;Covet;Knock Off;Hydro Pump;Crunch;Focus Punch;Dig;Shadow Claw;Payback;Brine;Scratch;Iron Tail;Water Pulse;Scald;Icy Wind;Fury Swipes;Lick;Hidden Power;Water Gun;Water Pledge;Astonish;Surf;Secret Power;Low Sweep;Bite;Ice Punch;Ice Beam;Rock Smash;Facade;Snore;Aqua Tail;Uproar;Waterfall;Dive;Acrobatics
516,Simipour,water,,75,98,63,98,63,101,5,1.0,29.0,0,Covet;Focus Punch;Dig;Scald;Superpower;Fury Swipes;Secret Power;Power-Up Punch;Ice Punch;Rock Smash;Focus Blast;Round;Brick Break;Rock Slide;Shadow Claw;Brine;Iron Tail;Scratch;Bite;Ice Beam;Knock Off;Crunch;Waterfall;Payback;Cut;Lick;Water Gun;Surf;Astonish;Facade;Hyper Beam;Aqua Tail;Thief;Hydro Pump;Water Pulse;Icy Wind;Hidden Power;Water Pledge;Low Sweep;Snore;Uproar;Giga Impact;Dive;Acrobatics
